date,cumulative_tests,cumulative_tests_pos,percent_positive_tests_cum,tests,tests_pos,percent_positive_tests,avg_tests,avg_pos_tests,percent_positive_avg_tests,year,month,day
2021-10-02,31283474,1740508,0.055999999999999994,814,29,0.036000000000000004,87437.0,1110.0,0.013000000000000001,2021,10,2
2021-10-01,31282660,1740479,0.055999999999999994,67027,783,0.012,91997.0,1265.0,0.013999999999999999,2021,10,1
2021-09-30,31215633,1739696,0.055999999999999994,130159,1336,0.01,106554.0,1396.0,0.013000000000000001,2021,9,30
2021-09-29,31085474,1738360,0.055999999999999994,155981,1587,0.01,116476.0,1443.0,0.012,2021,9,29
2021-09-28,30929493,1736773,0.055999999999999994,131566,1526,0.012,120689.0,1482.0,0.012,2021,9,28
2021-09-27,30797927,1735247,0.055999999999999994,106622,1798,0.017,127073.0,1546.0,0.012,2021,9,27
2021-09-26,30691305,1733449,0.055999999999999994,19888,712,0.036000000000000004,135755.0,1614.0,0.012,2021,9,26
2021-09-25,30671417,1732737,0.055999999999999994,32735,1115,0.034,136149.0,1611.0,0.012,2021,9,25
2021-09-24,30638682,1731622,0.057,168926,1696,0.01,136660.0,1625.0,0.012,2021,9,24
2021-09-23,30469756,1729926,0.057,199612,1666,0.008,137134.0,1653.0,0.012,2021,9,23
2021-09-22,30270144,1728260,0.057,185474,1858,0.01,121487.0,1689.0,0.013999999999999999,2021,9,22
2021-09-21,30084670,1726402,0.057,176256,1974,0.011000000000000001,126246.0,1741.0,0.013999999999999999,2021,9,21
2021-09-20,29908414,1724428,0.057999999999999996,167393,2275,0.013999999999999999,128941.0,1786.0,0.013999999999999999,2021,9,20
2021-09-19,29741021,1722153,0.057999999999999996,22645,691,0.031,137207.0,1840.0,0.013000000000000001,2021,9,19
2021-09-18,29718376,1721462,0.057999999999999996,36313,1212,0.033,137327.0,1865.0,0.013999999999999999,2021,9,18
2021-09-17,29682063,1720250,0.057999999999999996,172244,1896,0.011000000000000001,137724.0,1911.0,0.013999999999999999,2021,9,17
2021-09-16,29509819,1718354,0.057999999999999996,90087,1918,0.021,139662.0,2010.0,0.013999999999999999,2021,9,16
2021-09-15,29419732,1716436,0.057999999999999996,218786,2220,0.01,158222.0,2125.0,0.013000000000000001,2021,9,15
2021-09-14,29200946,1714216,0.059000000000000004,195119,2292,0.012,160064.0,2210.0,0.013999999999999999,2021,9,14
2021-09-13,29005827,1711924,0.059000000000000004,225257,2653,0.012,152961.0,2325.0,0.015,2021,9,13
2021-09-12,28780570,1709271,0.059000000000000004,23483,862,0.037000000000000005,125639.0,2147.0,0.017,2021,9,12
2021-09-11,28757087,1708409,0.059000000000000004,39095,1536,0.039,125390.0,2146.0,0.017,2021,9,11
2021-09-10,28717992,1706873,0.059000000000000004,185804,2592,0.013999999999999999,124964.0,2171.0,0.017,2021,9,10
2021-09-09,28532188,1704281,0.06,220012,2721,0.012,110352.0,2141.0,0.019,2021,9,9
2021-09-08,28312176,1701560,0.06,231681,2815,0.012,107818.0,2173.0,0.02,2021,9,8
2021-09-07,28080495,1698745,0.06,145398,3097,0.021,104999.0,2199.0,0.021,2021,9,7
2021-09-06,27935097,1695648,0.061,34002,1409,0.040999999999999995,112405.0,2204.0,0.02,2021,9,6
2021-09-05,27901095,1694239,0.061,21741,854,0.039,139140.0,2510.0,0.018000000000000002,2021,9,5
2021-09-04,27879354,1693385,0.061,36112,1708,0.047,139589.0,2560.0,0.018000000000000002,2021,9,4
2021-09-03,27843242,1691677,0.061,83519,2385,0.028999999999999998,140464.0,2608.0,0.019,2021,9,3
2021-09-02,27759723,1689292,0.061,202272,2940,0.015,154556.0,2735.0,0.018000000000000002,2021,9,2
2021-09-01,27557451,1686352,0.061,211950,3003,0.013999999999999999,153755.0,2834.0,0.018000000000000002,2021,9,1
2021-08-31,27345501,1683349,0.062,197236,3127,0.016,152693.0,2948.0,0.019,2021,8,31
2021-08-30,27148265,1680222,0.062,221153,3551,0.016,150108.0,3032.0,0.02,2021,8,30
2021-08-29,26927112,1676671,0.062,24882,1204,0.048,147673.0,3137.0,0.021,2021,8,29
2021-08-28,26902230,1675467,0.062,42233,2045,0.048,147692.0,3149.0,0.021,2021,8,28
2021-08-27,26859997,1673422,0.062,182166,3275,0.018000000000000002,148312.0,3218.0,0.022000000000000002,2021,8,27
2021-08-26,26677831,1670147,0.063,196667,3632,0.018000000000000002,148331.0,3360.0,0.023,2021,8,26
2021-08-25,26481164,1666515,0.063,204512,3803,0.019,146775.0,3441.0,0.023,2021,8,25
2021-08-24,26276652,1662712,0.063,179143,3711,0.021,144810.0,3543.0,0.024,2021,8,24
2021-08-23,26097509,1659001,0.064,204105,4290,0.021,142773.0,3636.0,0.025,2021,8,23
2021-08-22,25893404,1654711,0.064,25016,1290,0.052000000000000005,138170.0,3687.0,0.027000000000000003,2021,8,22
2021-08-21,25868388,1653421,0.064,46575,2523,0.054000000000000006,138520.0,3756.0,0.027000000000000003,2021,8,21
2021-08-20,25821813,1650898,0.064,182301,4271,0.023,140882.0,3844.0,0.027000000000000003,2021,8,20
2021-08-19,25639512,1646627,0.064,185774,4198,0.023,133855.0,3879.0,0.028999999999999998,2021,8,19
2021-08-18,25453738,1642429,0.065,190753,4516,0.024,127822.0,3953.0,0.031,2021,8,18
2021-08-17,25262985,1637913,0.065,164888,4361,0.026000000000000002,123137.0,4019.0,0.033,2021,8,17
2021-08-16,25098097,1633552,0.065,171885,4649,0.027000000000000003,118509.0,4076.0,0.034,2021,8,16
2021-08-15,24926212,1628903,0.065,27465,1774,0.065,116597.0,4130.0,0.035,2021,8,15
2021-08-14,24898747,1627129,0.065,63108,3140,0.05,115864.0,4134.0,0.036000000000000004,2021,8,14
2021-08-13,24835639,1623989,0.065,133114,4515,0.034,113755.0,4140.0,0.036000000000000004,2021,8,13
2021-08-12,24702525,1619474,0.066,143541,4716,0.033,109943.0,4136.0,0.038,2021,8,12
2021-08-11,24558984,1614758,0.066,157960,4980,0.032,104442.0,4105.0,0.039,2021,8,11
2021-08-10,24401024,1609778,0.066,132488,4759,0.036000000000000004,97757.0,4078.0,0.042,2021,8,10
2021-08-09,24268536,1605019,0.066,158501,5028,0.032,91986.0,4061.0,0.044000000000000004,2021,8,9
2021-08-08,24110035,1599991,0.066,22333,1797,0.08,83395.0,3969.0,0.048,2021,8,8
2021-08-07,24087702,1598194,0.066,48348,3186,0.066,83298.0,3978.0,0.048,2021,8,7
2021-08-06,24039354,1595008,0.066,106429,4489,0.042,81256.0,3940.0,0.048,2021,8,6
2021-08-05,23932925,1590519,0.066,105036,4493,0.043,76367.0,3891.0,0.051,2021,8,5
2021-08-04,23827889,1586026,0.067,111164,4791,0.043,70624.0,3833.0,0.054000000000000006,2021,8,4
2021-08-03,23716725,1581235,0.067,92091,4641,0.05,64664.0,3749.0,0.057999999999999996,2021,8,3
2021-08-02,23624634,1576594,0.067,98366,4388,0.045,60883.0,3654.0,0.06,2021,8,2
2021-08-01,23526268,1572206,0.067,21654,1857,0.086,56841.0,3594.0,0.063,2021,8,1
2021-07-31,23504614,1570349,0.067,34052,2921,0.086,56382.0,3547.0,0.063,2021,7,31
2021-07-30,23470562,1567428,0.067,72205,4146,0.057,55614.0,3449.0,0.062,2021,7,30
2021-07-29,23398357,1563282,0.067,64839,4089,0.063,54202.0,3324.0,0.061,2021,7,29
2021-07-28,23333518,1559193,0.067,69443,4198,0.06,53617.0,3196.0,0.06,2021,7,28
2021-07-27,23264075,1554995,0.067,65620,3979,0.061,53800.0,3071.0,0.057,2021,7,27
2021-07-26,23198455,1551016,0.067,70077,3970,0.057,53870.0,2944.0,0.055,2021,7,26
2021-07-25,23128378,1547046,0.067,18441,1523,0.083,53257.0,2819.0,0.053,2021,7,25
2021-07-24,23109937,1545523,0.067,28672,2237,0.078,53078.0,2781.0,0.052000000000000005,2021,7,24
2021-07-23,23081265,1543286,0.067,62321,3274,0.053,52471.0,2719.0,0.052000000000000005,2021,7,23
2021-07-22,23018944,1540012,0.067,60744,3194,0.053,51071.0,2608.0,0.051,2021,7,22
2021-07-21,22958200,1536818,0.067,70728,3323,0.047,49717.0,2495.0,0.05,2021,7,21
2021-07-20,22887472,1533495,0.067,66108,3084,0.047,47633.0,2338.0,0.049,2021,7,20
2021-07-19,22821364,1530411,0.067,65785,3101,0.047,46038.0,2163.0,0.047,2021,7,19
2021-07-18,22755579,1527310,0.067,17187,1255,0.073,44323.0,1984.0,0.045,2021,7,18
2021-07-17,22738392,1526055,0.067,24425,1799,0.07400000000000001,43872.0,1922.0,0.044000000000000004,2021,7,17
2021-07-16,22713967,1524256,0.067,52519,2502,0.048,43193.0,1826.0,0.042,2021,7,16
2021-07-15,22661448,1521754,0.067,51266,2403,0.047,42422.0,1682.0,0.04,2021,7,15
2021-07-14,22610182,1519351,0.067,56144,2219,0.04,41951.0,1550.0,0.037000000000000005,2021,7,14
2021-07-13,22554038,1517132,0.067,54943,1862,0.034,41630.0,1425.0,0.034,2021,7,13
2021-07-12,22499095,1515270,0.067,53778,1847,0.034,42666.0,1330.0,0.031,2021,7,12
2021-07-11,22445317,1513423,0.067,14030,821,0.059000000000000004,37926.0,1159.0,0.031,2021,7,11
2021-07-10,22431287,1512602,0.067,19673,1128,0.057,36989.0,1072.0,0.028999999999999998,2021,7,10
2021-07-09,22411614,1511474,0.067,47122,1493,0.032,36658.0,987.0,0.027000000000000003,2021,7,9
2021-07-08,22364492,1509981,0.068,47968,1482,0.031,34126.0,876.0,0.026000000000000002,2021,7,8
2021-07-07,22316524,1508499,0.068,53894,1339,0.025,33690.0,768.0,0.023,2021,7,7
2021-07-06,22262630,1507160,0.068,62195,1203,0.019,33095.0,669.0,0.02,2021,7,6
2021-07-05,22200435,1505957,0.068,20598,649,0.032,31342.0,584.0,0.019,2021,7,5
2021-07-04,22179837,1505308,0.068,7470,208,0.027999999999999997,36043.0,573.0,0.016,2021,7,4
2021-07-03,22172367,1505100,0.068,17360,532,0.031,36888.0,582.0,0.016,2021,7,3
2021-07-02,22155007,1504568,0.068,29400,719,0.024,36932.0,550.0,0.015,2021,7,2
2021-07-01,22125607,1503849,0.068,44911,725,0.016,38729.0,500.0,0.013000000000000001,2021,7,1
2021-06-30,22080696,1503124,0.068,49728,650,0.013000000000000001,38173.0,458.0,0.012,2021,6,30
2021-06-29,22030968,1502474,0.068,49927,605,0.012,37828.0,419.0,0.011000000000000001,2021,6,29
2021-06-28,21981041,1501869,0.068,53508,574,0.011000000000000001,37457.0,386.0,0.01,2021,6,28
2021-06-27,21927533,1501295,0.068,13383,267,0.02,37235.0,357.0,0.01,2021,6,27
2021-06-26,21914150,1501028,0.068,17669,312,0.018000000000000002,37178.0,341.0,0.009000000000000001,2021,6,26
2021-06-25,21896481,1500716,0.069,41974,368,0.009000000000000001,37137.0,327.0,0.009000000000000001,2021,6,25
2021-06-24,21854507,1500348,0.069,41019,429,0.01,36989.0,316.0,0.009000000000000001,2021,6,24
2021-06-23,21813488,1499919,0.069,47317,378,0.008,36629.0,295.0,0.008,2021,6,23
2021-06-22,21766171,1499541,0.069,47326,376,0.008,35966.0,285.0,0.008,2021,6,22
2021-06-21,21718845,1499165,0.069,51958,366,0.006999999999999999,35250.0,268.0,0.008,2021,6,21
2021-06-20,21666887,1498799,0.069,12985,158,0.012,35118.0,262.0,0.006999999999999999,2021,6,20
2021-06-19,21653902,1498641,0.069,17379,211,0.012,35265.0,255.0,0.006999999999999999,2021,6,19
2021-06-18,21636523,1498430,0.069,40941,295,0.006999999999999999,35326.0,253.0,0.006999999999999999,2021,6,18
2021-06-17,21595582,1498135,0.069,38499,283,0.006999999999999999,37136.0,249.0,0.006999999999999999,2021,6,17
2021-06-16,21557083,1497852,0.069,42674,305,0.006999999999999999,40565.0,245.0,0.006,2021,6,16
2021-06-15,21514409,1497547,0.07,42315,256,0.006,41703.0,240.0,0.006,2021,6,15
2021-06-14,21472094,1497291,0.07,51030,324,0.006,44144.0,241.0,0.005,2021,6,14
2021-06-13,21421064,1496967,0.07,14014,114,0.008,47467.0,235.0,0.005,2021,6,13
2021-06-12,21407050,1496853,0.07,17812,193,0.011000000000000001,47403.0,240.0,0.005,2021,6,12
2021-06-11,21389238,1496660,0.07,53608,269,0.005,48662.0,240.0,0.005,2021,6,11
2021-06-10,21335630,1496391,0.07,62501,251,0.004,52299.0,237.0,0.005,2021,6,10
2021-06-09,21273129,1496140,0.07,50640,270,0.005,54771.0,240.0,0.004,2021,6,9
2021-06-08,21222489,1495870,0.07,59400,263,0.004,60277.0,246.0,0.004,2021,6,8
2021-06-07,21163089,1495607,0.071,74293,284,0.004,67008.0,254.0,0.004,2021,6,7
2021-06-06,21088796,1495323,0.071,13570,151,0.011000000000000001,58818.0,230.0,0.004,2021,6,6
2021-06-05,21075226,1495172,0.071,26619,191,0.006999999999999999,58717.0,229.0,0.004,2021,6,5
2021-06-04,21048607,1494981,0.071,79067,247,0.003,56960.0,225.0,0.004,2021,6,4
2021-06-03,20969540,1494734,0.071,79810,273,0.003,54863.0,223.0,0.004,2021,6,3
2021-06-02,20889730,1494461,0.07200000000000001,89183,310,0.003,53978.0,218.0,0.004,2021,6,2
2021-06-01,20800547,1494151,0.07200000000000001,106515,322,0.003,52794.0,212.0,0.004,2021,6,1
2021-05-31,20694032,1493829,0.07200000000000001,16961,115,0.006999999999999999,50293.0,198.0,0.004,2021,5,31
2021-05-30,20677071,1493714,0.07200000000000001,12861,146,0.011000000000000001,60987.0,222.0,0.004,2021,5,30
2021-05-29,20664210,1493568,0.07200000000000001,14320,163,0.011000000000000001,61093.0,220.0,0.004,2021,5,29
2021-05-28,20649890,1493405,0.07200000000000001,64391,229,0.004,61595.0,223.0,0.004,2021,5,28
2021-05-27,20585499,1493176,0.073,73618,240,0.003,62326.0,230.0,0.004,2021,5,27
2021-05-26,20511881,1492936,0.073,80893,269,0.003,63261.0,234.0,0.004,2021,5,26
2021-05-25,20430988,1492667,0.073,89007,226,0.003,64020.0,234.0,0.004,2021,5,25
2021-05-24,20341981,1492441,0.073,91820,283,0.003,64329.0,242.0,0.004,2021,5,24
2021-05-23,20250161,1492158,0.07400000000000001,13603,133,0.01,65215.0,250.0,0.004,2021,5,23
2021-05-22,20236558,1492025,0.07400000000000001,17835,184,0.01,65301.0,254.0,0.004,2021,5,22
2021-05-21,20218723,1491841,0.07400000000000001,69507,278,0.004,65591.0,257.0,0.004,2021,5,21
2021-05-20,20149216,1491563,0.07400000000000001,80164,266,0.003,65689.0,266.0,0.004,2021,5,20
2021-05-19,20069052,1491297,0.07400000000000001,86202,270,0.003,65693.0,274.0,0.004,2021,5,19
2021-05-18,19982850,1491027,0.075,91174,283,0.003,66021.0,288.0,0.004,2021,5,18
2021-05-17,19891676,1490744,0.075,98020,336,0.003,66069.0,302.0,0.005,2021,5,17
2021-05-16,19793656,1490408,0.075,14203,162,0.011000000000000001,66277.0,311.0,0.005,2021,5,16
2021-05-15,19779453,1490246,0.075,19865,205,0.01,66340.0,311.0,0.005,2021,5,15
2021-05-14,19759588,1490041,0.075,70192,339,0.005,66589.0,314.0,0.005,2021,5,14
2021-05-13,19689396,1489702,0.076,80197,321,0.004,65586.0,318.0,0.005,2021,5,13
2021-05-12,19609199,1489381,0.076,88499,367,0.004,65556.0,334.0,0.005,2021,5,12
2021-05-11,19520700,1489014,0.076,91505,384,0.004,64775.0,340.0,0.005,2021,5,11
2021-05-10,19429195,1488630,0.077,99481,399,0.004,63826.0,353.0,0.006,2021,5,10
2021-05-09,19329714,1488231,0.077,14642,159,0.011000000000000001,62598.0,363.0,0.006,2021,5,9
2021-05-08,19315072,1488072,0.077,21604,230,0.011000000000000001,62802.0,369.0,0.006,2021,5,8
2021-05-07,19293468,1487842,0.077,63176,366,0.006,62746.0,380.0,0.006,2021,5,7
2021-05-06,19230292,1487476,0.077,79984,434,0.005,63197.0,394.0,0.006,2021,5,6
2021-05-05,19150308,1487042,0.078,83034,411,0.005,62292.0,402.0,0.006,2021,5,5
2021-05-04,19067274,1486631,0.078,84858,472,0.006,62032.0,410.0,0.006999999999999999,2021,5,4
2021-05-03,18982416,1486159,0.078,90890,466,0.005,61680.0,416.0,0.006999999999999999,2021,5,3
2021-05-02,18891526,1485693,0.079,16066,206,0.013000000000000001,61513.0,412.0,0.006999999999999999,2021,5,2
2021-05-01,18875460,1485487,0.079,21213,308,0.015,62834.0,425.0,0.006999999999999999,2021,5,1
2021-04-30,18854247,1485179,0.079,66331,463,0.006999999999999999,64619.0,438.0,0.006999999999999999,2021,4,30
2021-04-29,18787916,1484716,0.079,73650,488,0.006999999999999999,65350.0,442.0,0.006999999999999999,2021,4,29
2021-04-28,18714266,1484228,0.079,81218,470,0.006,65924.0,449.0,0.006999999999999999,2021,4,28
2021-04-27,18633048,1483758,0.08,82389,512,0.006,66873.0,464.0,0.006999999999999999,2021,4,27
2021-04-26,18550659,1483246,0.08,89725,436,0.005,67363.0,473.0,0.006999999999999999,2021,4,26
2021-04-25,18460934,1482810,0.08,25313,297,0.012,67953.0,491.0,0.006999999999999999,2021,4,25
2021-04-24,18435621,1482513,0.08,33710,397,0.012,67955.0,493.0,0.006999999999999999,2021,4,24
2021-04-23,18401911,1482116,0.081,71442,495,0.006999999999999999,68835.0,504.0,0.006999999999999999,2021,4,23
2021-04-22,18330469,1481621,0.081,77674,538,0.006999999999999999,69793.0,523.0,0.006999999999999999,2021,4,22
2021-04-21,18252795,1481083,0.081,87857,575,0.006999999999999999,70067.0,539.0,0.008,2021,4,21
2021-04-20,18164938,1480508,0.08199999999999999,85819,572,0.006999999999999999,69367.0,553.0,0.008,2021,4,20
2021-04-19,18079119,1479936,0.08199999999999999,93856,565,0.006,68483.0,579.0,0.008,2021,4,19
2021-04-18,17985263,1479371,0.08199999999999999,25324,307,0.012,68218.0,589.0,0.009000000000000001,2021,4,18
2021-04-17,17959939,1479064,0.08199999999999999,39876,479,0.012,67593.0,596.0,0.009000000000000001,2021,4,17
2021-04-16,17920063,1478585,0.083,78144,628,0.008,65817.0,599.0,0.009000000000000001,2021,4,16
2021-04-15,17841919,1477957,0.083,79596,647,0.008,63190.0,612.0,0.01,2021,4,15
2021-04-14,17762323,1477310,0.083,82954,675,0.008,60860.0,621.0,0.01,2021,4,14
2021-04-13,17679369,1476635,0.084,79634,752,0.009000000000000001,58497.0,633.0,0.011000000000000001,2021,4,13
2021-04-12,17599735,1475883,0.084,91995,636,0.006999999999999999,56799.0,638.0,0.011000000000000001,2021,4,12
2021-04-11,17507740,1475247,0.084,20952,358,0.017,55364.0,647.0,0.012,2021,4,11
2021-04-10,17486788,1474889,0.084,27447,496,0.018000000000000002,54220.0,637.0,0.012,2021,4,10
2021-04-09,17459341,1474393,0.084,59754,720,0.012,53247.0,635.0,0.012,2021,4,9
2021-04-08,17399587,1473673,0.085,63281,711,0.011000000000000001,50258.0,635.0,0.013000000000000001,2021,4,8
2021-04-07,17336306,1472962,0.085,66414,755,0.011000000000000001,47989.0,623.0,0.013000000000000001,2021,4,7
2021-04-06,17269892,1472207,0.085,67749,792,0.012,45975.0,614.0,0.013000000000000001,2021,4,6
2021-04-05,17202143,1471415,0.086,81949,699,0.009000000000000001,44571.0,604.0,0.013999999999999999,2021,4,5
2021-04-04,17120194,1470716,0.086,12944,286,0.022000000000000002,42713.0,615.0,0.013999999999999999,2021,4,4
