date,cumulative_tests,cumulative_tests_pos,percent_positive_tests_cum,tests,tests_pos,percent_positive_tests,avg_tests,avg_pos_tests,percent_positive_avg_tests,year,month,day
2020-09-28,4851958,333320,0.069,37627,1436,0.038,33852.0,1250.0,0.037000000000000005,2020,9,28
2020-09-27,4814331,331884,0.069,9817,524,0.053,34721.0,1273.0,0.037000000000000005,2020,9,27
2020-09-26,4804514,331360,0.069,20925,1055,0.05,34696.0,1273.0,0.037000000000000005,2020,9,26
2020-09-25,4783589,330305,0.069,37445,1480,0.04,34663.0,1262.0,0.036000000000000004,2020,9,25
2020-09-24,4746144,328825,0.069,41126,1500,0.036000000000000004,34667.0,1243.0,0.036000000000000004,2020,9,24
2020-09-23,4705018,327325,0.07,45975,1452,0.032,34534.0,1225.0,0.035,2020,9,23
2020-09-22,4659043,325873,0.07,44048,1304,0.03,33913.0,1227.0,0.036000000000000004,2020,9,22
2020-09-21,4614995,324569,0.07,43711,1595,0.036000000000000004,33313.0,1219.0,0.037000000000000005,2020,9,21
2020-09-20,4571284,322974,0.071,9639,527,0.055,32718.0,1217.0,0.037000000000000005,2020,9,20
2020-09-19,4561645,322447,0.071,20697,976,0.047,32589.0,1191.0,0.037000000000000005,2020,9,19
2020-09-18,4540948,321471,0.071,37473,1346,0.036000000000000004,32603.0,1184.0,0.036000000000000004,2020,9,18
2020-09-17,4503475,320125,0.071,40196,1374,0.034,32556.0,1179.0,0.036000000000000004,2020,9,17
2020-09-16,4463279,318751,0.071,41624,1465,0.035,32158.0,1162.0,0.036000000000000004,2020,9,16
2020-09-15,4421655,317286,0.07200000000000001,39851,1252,0.031,31881.0,1155.0,0.036000000000000004,2020,9,15
2020-09-14,4381804,316034,0.07200000000000001,39543,1579,0.04,32476.0,1216.0,0.037000000000000005,2020,9,14
2020-09-13,4342261,314455,0.07200000000000001,8738,343,0.039,28222.0,1058.0,0.037000000000000005,2020,9,13
2020-09-12,4333523,314112,0.07200000000000001,20793,930,0.045,28210.0,1077.0,0.038,2020,9,12
2020-09-11,4312730,313182,0.073,37148,1312,0.035,26860.0,1024.0,0.038,2020,9,11
2020-09-10,4275582,311870,0.073,37411,1254,0.034,26267.0,1046.0,0.04,2020,9,10
2020-09-09,4238171,310616,0.073,39686,1417,0.036000000000000004,25754.0,1076.0,0.042,2020,9,9
2020-09-08,4198485,309199,0.07400000000000001,44011,1680,0.038,25814.0,1100.0,0.043,2020,9,8
2020-09-07,4154474,307519,0.07400000000000001,9764,468,0.048,24838.0,1065.0,0.043,2020,9,7
2020-09-06,4144710,307051,0.07400000000000001,8656,478,0.055,28613.0,1253.0,0.044000000000000004,2020,9,6
2020-09-05,4136054,306573,0.07400000000000001,11341,561,0.049,28746.0,1256.0,0.044000000000000004,2020,9,5
2020-09-04,4124713,306012,0.07400000000000001,33003,1461,0.044000000000000004,30142.0,1356.0,0.045,2020,9,4
2020-09-03,4091710,304551,0.07400000000000001,33816,1464,0.043,30126.0,1383.0,0.046,2020,9,3
2020-09-02,4057894,303087,0.075,40105,1586,0.04,29999.0,1415.0,0.047,2020,9,2
2020-09-01,4017789,301501,0.075,37179,1438,0.039,30146.0,1454.0,0.048,2020,9,1
2020-08-31,3980610,300063,0.075,36194,1783,0.049,30164.0,1505.0,0.05,2020,8,31
2020-08-30,3944416,298280,0.076,9585,497,0.052000000000000005,30281.0,1552.0,0.051,2020,8,30
2020-08-29,3934831,297783,0.076,21111,1262,0.06,30284.0,1575.0,0.052000000000000005,2020,8,29
2020-08-28,3913720,296521,0.076,32893,1652,0.05,30327.0,1600.0,0.053,2020,8,28
2020-08-27,3880827,294869,0.076,32924,1687,0.051,30755.0,1653.0,0.054000000000000006,2020,8,27
2020-08-26,3847903,293182,0.076,41139,1861,0.045,30885.0,1684.0,0.055,2020,8,26
2020-08-25,3806764,291321,0.077,37302,1796,0.048,30509.0,1705.0,0.055999999999999994,2020,8,25
2020-08-24,3769462,289525,0.077,37010,2106,0.057,30598.0,1738.0,0.057,2020,8,24
2020-08-23,3732452,287419,0.077,9610,663,0.069,30685.0,1759.0,0.057,2020,8,23
2020-08-22,3722842,286756,0.077,21414,1437,0.067,30734.0,1765.0,0.057,2020,8,22
2020-08-21,3701428,285319,0.077,35884,2021,0.055999999999999994,30927.0,1805.0,0.057999999999999996,2020,8,21
2020-08-20,3665544,283298,0.077,33833,1906,0.055999999999999994,30694.0,1825.0,0.059000000000000004,2020,8,20
2020-08-19,3631711,281392,0.077,38509,2005,0.052000000000000005,31167.0,1866.0,0.06,2020,8,19
2020-08-18,3593202,279387,0.078,37927,2029,0.053,31791.0,1933.0,0.061,2020,8,18
2020-08-17,3555275,277358,0.078,37617,2250,0.06,32485.0,1983.0,0.061,2020,8,17
2020-08-16,3517658,275108,0.078,9951,708,0.071,33446.0,2093.0,0.063,2020,8,16
2020-08-15,3507707,274400,0.078,22767,1714,0.075,33646.0,2108.0,0.063,2020,8,15
2020-08-14,3484940,272686,0.078,34257,2163,0.063,34050.0,2140.0,0.063,2020,8,14
2020-08-13,3450683,270523,0.078,37139,2192,0.059000000000000004,35380.0,2244.0,0.063,2020,8,13
2020-08-12,3413544,268331,0.079,42879,2478,0.057999999999999996,36591.0,2325.0,0.064,2020,8,12
2020-08-11,3370665,265853,0.079,42784,2378,0.055999999999999994,37141.0,2370.0,0.064,2020,8,11
2020-08-10,3327881,263475,0.079,44342,3015,0.068,38686.0,2473.0,0.064,2020,8,10
2020-08-09,3283539,260460,0.079,11355,816,0.07200000000000001,38778.0,2495.0,0.064,2020,8,9
2020-08-08,3272184,259644,0.079,25593,1940,0.076,38951.0,2507.0,0.064,2020,8,8
2020-08-07,3246591,257704,0.079,43567,2888,0.066,39680.0,2562.0,0.065,2020,8,7
2020-08-06,3203024,254816,0.08,45615,2757,0.06,40735.0,2606.0,0.064,2020,8,6
2020-08-05,3157409,252059,0.08,46729,2796,0.06,41278.0,2669.0,0.065,2020,8,5
2020-08-04,3110680,249263,0.08,53604,3102,0.057999999999999996,42010.0,2739.0,0.065,2020,8,4
2020-08-03,3057076,246161,0.081,44983,3166,0.07,42471.0,2792.0,0.066,2020,8,3
2020-08-02,3012093,242995,0.081,12567,903,0.07200000000000001,44665.0,2873.0,0.064,2020,8,2
2020-08-01,2999526,242092,0.081,30692,2322,0.076,44731.0,2885.0,0.064,2020,8,1
2020-07-31,2968834,239770,0.081,50956,3196,0.063,44506.0,2973.0,0.067,2020,7,31
2020-07-30,2917878,236574,0.081,49413,3197,0.065,42860.0,3047.0,0.071,2020,7,30
2020-07-29,2868465,233377,0.081,51858,3289,0.063,42775.0,3102.0,0.073,2020,7,29
2020-07-28,2816607,230088,0.08199999999999999,56825,3473,0.061,43026.0,3187.0,0.07400000000000001,2020,7,28
2020-07-27,2759782,226615,0.08199999999999999,60345,3733,0.062,43778.0,3301.0,0.075,2020,7,27
2020-07-26,2699437,222882,0.083,13025,983,0.075,44101.0,3408.0,0.077,2020,7,26
2020-07-25,2686412,221899,0.083,29117,2942,0.10099999999999999,44762.0,3431.0,0.077,2020,7,25
2020-07-24,2657295,218957,0.08199999999999999,39439,3710,0.094,45267.0,3422.0,0.076,2020,7,24
2020-07-23,2617856,215247,0.08199999999999999,48815,3585,0.073,47141.0,3478.0,0.07400000000000001,2020,7,23
2020-07-22,2569041,211662,0.08199999999999999,53616,3884,0.07200000000000001,48368.0,3574.0,0.07400000000000001,2020,7,22
2020-07-21,2515425,207778,0.083,62091,4267,0.069,48057.0,3554.0,0.07400000000000001,2020,7,21
2020-07-20,2453334,203511,0.083,62605,4483,0.07200000000000001,46514.0,3549.0,0.076,2020,7,20
2020-07-19,2390729,199028,0.083,17649,1147,0.065,44677.0,3535.0,0.079,2020,7,19
2020-07-18,2373080,197881,0.083,32652,2879,0.08800000000000001,43821.0,3559.0,0.081,2020,7,18
2020-07-17,2340428,195002,0.083,52559,4098,0.078,43568.0,3572.0,0.08199999999999999,2020,7,17
2020-07-16,2287869,190904,0.083,57405,4260,0.07400000000000001,42576.0,3552.0,0.083,2020,7,16
2020-07-15,2230464,186644,0.084,51438,3742,0.073,40949.0,3548.0,0.087,2020,7,15
2020-07-14,2179026,182902,0.084,51293,4231,0.08199999999999999,40331.0,3619.0,0.09,2020,7,14
2020-07-13,2127733,178671,0.084,49743,4390,0.08800000000000001,39487.0,3611.0,0.091,2020,7,13
2020-07-12,2077990,174281,0.084,11654,1310,0.11199999999999999,37394.0,3440.0,0.092,2020,7,12
2020-07-11,2066336,172971,0.084,30881,2970,0.096,37188.0,3428.0,0.092,2020,7,11
2020-07-10,2035455,170001,0.084,45619,3961,0.087,33745.0,3133.0,0.09300000000000001,2020,7,10
2020-07-09,1989836,166040,0.083,46017,4230,0.092,29872.0,2826.0,0.095,2020,7,9
2020-07-08,1943819,161810,0.083,47112,4243,0.09,29849.0,2799.0,0.094,2020,7,8
2020-07-07,1896707,157567,0.083,45384,4176,0.092,29223.0,2764.0,0.095,2020,7,7
2020-07-06,1851323,153391,0.083,35093,3189,0.091,28394.0,2691.0,0.095,2020,7,6
2020-07-05,1816230,150202,0.083,10212,1224,0.12,28995.0,2750.0,0.095,2020,7,5
2020-07-04,1806018,148978,0.08199999999999999,6777,911,0.134,28994.0,2727.0,0.094,2020,7,4
2020-07-03,1799241,148067,0.08199999999999999,18510,1808,0.098,31772.0,2970.0,0.09300000000000001,2020,7,3
2020-07-02,1780731,146259,0.08199999999999999,45857,4039,0.08800000000000001,34774.0,3214.0,0.092,2020,7,2
2020-07-01,1734874,142220,0.08199999999999999,42726,3999,0.094,33877.0,3148.0,0.09300000000000001,2020,7,1
2020-06-30,1692148,138221,0.08199999999999999,39580,3670,0.09300000000000001,32753.0,3042.0,0.09300000000000001,2020,6,30
2020-06-29,1652568,134551,0.081,39300,3599,0.092,31854.0,2954.0,0.09300000000000001,2020,6,29
2020-06-28,1613268,130952,0.081,10206,1065,0.10400000000000001,30744.0,2844.0,0.09300000000000001,2020,6,28
2020-06-27,1603062,129887,0.081,26225,2612,0.1,30525.0,2838.0,0.09300000000000001,2020,6,27
2020-06-26,1576837,127275,0.081,39523,3514,0.08900000000000001,29151.0,2747.0,0.094,2020,6,26
2020-06-25,1537314,123761,0.081,39582,3577,0.09,27586.0,2605.0,0.094,2020,6,25
2020-06-24,1497732,120184,0.08,34856,3260,0.094,25893.0,2469.0,0.095,2020,6,24
2020-06-23,1462876,116924,0.08,33285,3048,0.092,24844.0,2375.0,0.096,2020,6,23
2020-06-22,1429591,113876,0.08,31532,2835,0.09,24116.0,2279.0,0.095,2020,6,22
2020-06-21,1398059,111041,0.079,8673,1023,0.11800000000000001,23838.0,2216.0,0.09300000000000001,2020,6,21
2020-06-20,1389386,110018,0.079,16609,1974,0.11900000000000001,23719.0,2169.0,0.091,2020,6,20
2020-06-19,1372777,108044,0.079,28566,2518,0.08800000000000001,23815.0,2098.0,0.08800000000000001,2020,6,19
2020-06-18,1344211,105526,0.079,27728,2623,0.095,23876.0,2004.0,0.084,2020,6,18
2020-06-17,1316483,102903,0.078,27518,2607,0.095,23901.0,1928.0,0.081,2020,6,17
2020-06-16,1288965,100296,0.078,28187,2370,0.084,24180.0,1858.0,0.077,2020,6,16
2020-06-15,1260778,97926,0.078,29582,2396,0.081,24585.0,1779.0,0.07200000000000001,2020,6,15
2020-06-14,1231196,95530,0.078,7840,694,0.08900000000000001,24388.0,1726.0,0.071,2020,6,14
2020-06-13,1223356,94836,0.078,17285,1479,0.086,24318.0,1704.0,0.07,2020,6,13
2020-06-12,1206071,93357,0.077,28990,1862,0.064,24834.0,1684.0,0.068,2020,6,12
2020-06-11,1177081,91495,0.078,27907,2087,0.075,24773.0,1674.0,0.068,2020,6,11
2020-06-10,1149174,89408,0.078,29466,2118,0.07200000000000001,24330.0,1618.0,0.067,2020,6,10
2020-06-09,1119708,87290,0.078,31028,1819,0.059000000000000004,23478.0,1563.0,0.067,2020,6,9
2020-06-08,1088680,85471,0.079,28201,2023,0.07200000000000001,22110.0,1541.0,0.07,2020,6,8
2020-06-07,1060479,83448,0.079,7349,541,0.07400000000000001,20796.0,1442.0,0.069,2020,6,7
2020-06-06,1053130,82907,0.079,20896,1340,0.064,20641.0,1426.0,0.069,2020,6,6
2020-06-05,1032234,81567,0.079,28564,1788,0.063,19965.0,1405.0,0.07,2020,6,5
2020-06-04,1003670,79779,0.079,24805,1694,0.068,19557.0,1414.0,0.07200000000000001,2020,6,4
2020-06-03,978865,78085,0.08,23503,1737,0.07400000000000001,19591.0,1423.0,0.073,2020,6,3
2020-06-02,955362,76348,0.08,21453,1667,0.078,20081.0,1450.0,0.07200000000000001,2020,6,2
2020-06-01,933909,74681,0.08,19004,1325,0.07,21257.0,1576.0,0.07400000000000001,2020,6,1
2020-05-31,914905,73356,0.08,6264,432,0.069,19494.0,1494.0,0.077,2020,5,31
2020-05-30,908641,72924,0.08,16164,1192,0.07400000000000001,19485.0,1502.0,0.077,2020,5,30
2020-05-29,892477,71732,0.08,25708,1853,0.07200000000000001,19574.0,1483.0,0.076,2020,5,29
2020-05-28,866769,69879,0.081,25041,1753,0.07,19492.0,1433.0,0.07400000000000001,2020,5,28
2020-05-27,841728,68126,0.081,26931,1931,0.07200000000000001,19347.0,1414.0,0.073,2020,5,27
2020-05-26,814797,66195,0.081,29687,2546,0.086,19125.0,1432.0,0.075,2020,5,26
2020-05-25,785110,63649,0.081,6662,754,0.113,18368.0,1300.0,0.071,2020,5,25
2020-05-24,778448,62895,0.081,6201,488,0.079,21204.0,1454.0,0.069,2020,5,24
2020-05-23,772247,62407,0.081,16789,1053,0.063,21352.0,1465.0,0.069,2020,5,23
2020-05-22,755458,61354,0.081,25130,1504,0.06,21551.0,1468.0,0.068,2020,5,22
2020-05-21,730328,59850,0.08199999999999999,24030,1623,0.068,22262.0,1523.0,0.068,2020,5,21
2020-05-20,706298,58227,0.08199999999999999,25376,2058,0.081,23097.0,1572.0,0.068,2020,5,20
2020-05-19,680922,56169,0.08199999999999999,24391,1623,0.067,23241.0,1481.0,0.064,2020,5,19
2020-05-18,656531,54546,0.083,26510,1831,0.069,23388.0,1467.0,0.063,2020,5,18
2020-05-17,630021,52715,0.084,7238,566,0.078,22763.0,1404.0,0.062,2020,5,17
2020-05-16,622783,52149,0.084,18180,1071,0.059000000000000004,22610.0,1391.0,0.062,2020,5,16
2020-05-15,604603,51078,0.084,30108,1886,0.063,22233.0,1373.0,0.062,2020,5,15
2020-05-14,574495,49192,0.086,29876,1966,0.066,20989.0,1283.0,0.061,2020,5,14
2020-05-13,544619,47226,0.087,26383,1424,0.054000000000000006,20178.0,1180.0,0.057999999999999996,2020,5,13
2020-05-12,518236,45802,0.08800000000000001,25418,1523,0.06,20184.0,1171.0,0.057999999999999996,2020,5,12
2020-05-11,492818,44279,0.09,22141,1389,0.063,19731.0,1160.0,0.059000000000000004,2020,5,11
2020-05-10,470677,42890,0.091,6165,477,0.077,19566.0,1106.0,0.057,2020,5,10
2020-05-09,464512,42413,0.091,15542,949,0.061,19739.0,1111.0,0.055999999999999994,2020,5,9
2020-05-08,448970,41464,0.092,21396,1254,0.059000000000000004,19886.0,1094.0,0.055,2020,5,8
2020-05-07,427574,40210,0.094,24201,1247,0.052000000000000005,19935.0,1081.0,0.054000000000000006,2020,5,7
2020-05-06,403373,38963,0.09699999999999999,26424,1356,0.051,19545.0,1073.0,0.055,2020,5,6
2020-05-05,376949,37607,0.1,22245,1449,0.065,17923.0,1058.0,0.059000000000000004,2020,5,5
2020-05-04,354704,36158,0.102,20991,1011,0.048,16845.0,1032.0,0.061,2020,5,4
2020-05-03,333713,35147,0.105,7374,509,0.069,16163.0,1084.0,0.067,2020,5,3
2020-05-02,326339,34638,0.106,16570,834,0.05,15833.0,1092.0,0.069,2020,5,2
2020-05-01,309769,33804,0.109,21740,1159,0.053,15042.0,1131.0,0.075,2020,5,1
2020-04-30,288029,32645,0.113,21468,1193,0.055999999999999994,13685.0,1149.0,0.084,2020,4,30
2020-04-29,266561,31452,0.11800000000000001,15073,1252,0.083,11842.0,1140.0,0.096,2020,4,29
2020-04-28,251488,30200,0.12,14698,1269,0.086,10974.0,1102.0,0.1,2020,4,28
2020-04-27,236790,28931,0.122,16218,1373,0.085,10478.0,1076.0,0.10300000000000001,2020,4,27
2020-04-26,220572,27558,0.125,5063,562,0.111,9401.0,1045.0,0.111,2020,4,26
2020-04-25,215509,26996,0.125,11037,1109,0.1,9255.0,1034.0,0.11199999999999999,2020,4,25
2020-04-24,204472,25887,0.127,12238,1285,0.105,8633.0,980.0,0.114,2020,4,24
2020-04-23,192234,24602,0.128,8564,1131,0.132,8226.0,924.0,0.11199999999999999,2020,4,23
2020-04-22,183670,23471,0.128,8998,983,0.109,8283.0,891.0,0.10800000000000001,2020,4,22
2020-04-21,174672,22488,0.129,11230,1087,0.09699999999999999,8319.0,906.0,0.109,2020,4,21
2020-04-20,163442,21401,0.131,8675,1160,0.134,7620.0,880.0,0.115,2020,4,20
2020-04-19,154767,20241,0.131,4041,480,0.11900000000000001,7058.0,841.0,0.11900000000000001,2020,4,19
2020-04-18,150726,19761,0.131,6685,735,0.11,6729.0,823.0,0.122,2020,4,18
2020-04-17,144041,19026,0.132,9387,894,0.095,6327.0,791.0,0.125,2020,4,17
2020-04-16,134654,18132,0.135,8966,898,0.1,6057.0,772.0,0.127,2020,4,16
2020-04-15,125688,17234,0.13699999999999998,9247,1091,0.11800000000000001,5824.0,750.0,0.129,2020,4,15
2020-04-14,116441,16143,0.139,6336,902,0.142,5313.0,711.0,0.134,2020,4,14
2020-04-13,110105,15241,0.138,4745,890,0.188,5092.0,707.0,0.139,2020,4,13
2020-04-12,105360,14351,0.136,1736,350,0.20199999999999999,4952.0,660.0,0.133,2020,4,12
2020-04-11,103624,14001,0.135,3874,514,0.133,5002.0,678.0,0.136,2020,4,11
2020-04-10,99750,13487,0.135,7492,759,0.10099999999999999,4925.0,685.0,0.139,2020,4,10
2020-04-09,92258,12728,0.138,7337,742,0.10099999999999999,4691.0,679.0,0.145,2020,4,9
2020-04-08,84921,11986,0.141,5671,823,0.145,4409.0,681.0,0.154,2020,4,8
2020-04-07,79250,11163,0.141,4790,868,0.18100000000000002,4358.0,673.0,0.154,2020,4,7
2020-04-06,74460,10295,0.138,3767,562,0.149,4359.0,648.0,0.149,2020,4,6
2020-04-05,70693,9733,0.138,2085,476,0.228,4452.0,662.0,0.149,2020,4,5
2020-04-04,68608,9257,0.135,3330,568,0.171,4368.0,634.0,0.145,2020,4,4
2020-04-03,65278,8689,0.133,5858,713,0.122,4330.0,616.0,0.142,2020,4,3
2020-04-02,59420,7976,0.134,5364,757,0.141,4044.0,590.0,0.146,2020,4,2
2020-04-01,54056,7219,0.134,5311,767,0.14400000000000002,3754.0,547.0,0.146,2020,4,1
2020-03-31,48745,6452,0.132,4797,696,0.145,3468.0,498.0,0.14400000000000002,2020,3,31
2020-03-30,43948,5756,0.131,4421,657,0.149,3258.0,461.0,0.141,2020,3,30
2020-03-29,39527,5099,0.129,1496,282,0.18899999999999997,3103.0,428.0,0.138,2020,3,29
2020-03-28,38031,4817,0.127,3066,440,0.14400000000000002,3058.0,419.0,0.13699999999999998,2020,3,28
2020-03-27,34965,4377,0.125,3850,529,0.13699999999999998,2804.0,381.0,0.136,2020,3,27
2020-03-26,31115,3848,0.124,3340,461,0.138,2632.0,348.0,0.132,2020,3,26
2020-03-25,27775,3387,0.122,3303,424,0.128,2507.0,321.0,0.128,2020,3,25
2020-03-24,24472,2963,0.121,3328,432,0.13,2347.0,293.0,0.125,2020,3,24
2020-03-23,21144,2531,0.12,3341,428,0.128,2226.0,269.0,0.121,2020,3,23
2020-03-22,17803,2103,0.11800000000000001,1175,222,0.18899999999999997,2016.0,241.0,0.12,2020,3,22
2020-03-21,16628,1881,0.113,1288,172,0.134,1950.0,219.0,0.11199999999999999,2020,3,21
2020-03-20,15340,1709,0.111,2650,295,0.111,1856.0,205.0,0.11,2020,3,20
2020-03-19,12690,1414,0.111,2462,275,0.11199999999999999,1621.0,180.0,0.111,2020,3,19
2020-03-18,10228,1139,0.111,2185,227,0.10400000000000001,1386.0,155.0,0.11199999999999999,2020,3,18
2020-03-17,8043,912,0.113,2483,266,0.107,1124.0,127.0,0.113,2020,3,17
2020-03-16,5560,646,0.11599999999999999,1872,231,0.12300000000000001,794.0,92.0,0.11599999999999999,2020,3,16
